销售订单行号,产品编码,产品名称,母件编码,母件名称,子件编码,子件名称,子工序,子工序名称,数量,子件编码对应的属性
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.000065,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.000065,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.000065,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.000065,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.000065,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.000065,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.00013,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.00013,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.00013,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.000065,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.000065,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.000065,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.000065,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.000065,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.000065,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.000065,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.000065,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.000065,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.00013,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.00013,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.00013,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.000065,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.000065,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.000065,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.000065,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.000065,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.000065,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.000065,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.000065,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.000065,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.00013,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.00013,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.00013,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.000065,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.000065,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.000065,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.000065,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.000065,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.000065,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.000065,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.000065,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.000065,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.00013,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.00013,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.00013,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.000065,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.000065,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.000065,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.000065,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.000065,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.000065,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.000065,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.000065,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.000065,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.00013,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.00013,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.00013,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.000065,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.000065,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.000065,原材料
,8000269602,成品5,8000030252,套管，黄,8000225972,填充料,,,0.012354,原材料
,8000269602,成品5,8000030251,套管，黑,8000225972,填充料,,,0.012354,原材料
,8000269602,成品5,8000030250,套管，红,8000225972,填充料,,,0.012354,原材料
,8000269602,成品5,8000030249,套管，白,8000225972,填充料,,,0.012354,原材料
,8000269602,成品5,8000030248,套管，灰,8000225972,填充料,,,0.012354,原材料
,8000269602,成品5,8000030247,套管，棕,8000225972,填充料,,,0.012354,原材料
,8000269602,成品5,8000030246,套管，绿,8000225972,填充料,,,0.012354,原材料
,8000269602,成品5,8000030245,套管，橙,8000225972,填充料,,,0.012354,原材料
,8000269602,成品5,8000030244,套管，蓝,8000225972,填充料,,,0.012354,原材料
,8000269602,成品5,8000030252,套管，黄,8000224609,常规料,,,0.024018,原材料
,8000269602,成品5,8000030251,套管，黑,8000224609,常规料,,,0.024018,原材料
,8000269602,成品5,8000030250,套管，红,8000224609,常规料,,,0.024018,原材料
,8000269602,成品5,8000030249,套管，白,8000224609,常规料,,,0.024018,原材料
,8000269602,成品5,8000030248,套管，灰,8000224609,常规料,,,0.024018,原材料
,8000269602,成品5,8000030247,套管，棕,8000224609,常规料,,,0.024018,原材料
,8000269602,成品5,8000030246,套管，绿,8000224609,常规料,,,0.024018,原材料
,8000269602,成品5,8000030245,套管，橙,8000224609,常规料,,,0.024018,原材料
,8000269602,成品5,8000030244,套管，蓝,8000224609,常规料,,,0.024018,原材料
,8000269602,成品5,8000001365,光纤，黄,8000225745,"墨,黄",,,0.000065,原材料
,8000269602,成品5,8000001365,光纤，黄,8000225745,"墨,黄",,,0.000065,原材料
,8000269602,成品5,8000001365,光纤，黄,8000225745,"墨,黄",,,0.000065,原材料
,8000269602,成品5,8000001365,光纤，黄,8000225745,"墨,黄",,,0.000065,原材料
,8000269602,成品5,8000001365,光纤，黄,8000225745,"墨,黄",,,0.000065,原材料
,8000269602,成品5,8000001365,光纤，黄,8000225745,"墨,黄",,,0.000065,原材料
,8000269602,成品5,8000001365,光纤，黄,8000225745,"墨,黄",,,0.00013,原材料
,8000269602,成品5,8000001365,光纤，黄,8000225745,"墨,黄",,,0.00013,原材料
,8000269602,成品5,8000001365,光纤，黄,8000225745,"墨,黄",,,0.00013,原材料
,8000269602,成品5,8000001365,光纤，黄,8000225745,"墨,黄",,,0.000065,原材料
,8000269602,成品5,8000001365,光纤，黄,8000225745,"墨,黄",,,0.000065,原材料
,8000269602,成品5,8000001365,光纤，黄,8000225745,"墨,黄",,,0.000065,原材料
,8000269602,成品5,8000001293,光纤，绿,8000225739,"墨,绿",,,0.000065,原材料
,8000269602,成品5,8000001293,光纤，绿,8000225739,"墨,绿",,,0.000065,原材料
,8000269602,成品5,8000001293,光纤，绿,8000225739,"墨,绿",,,0.000065,原材料
,8000269602,成品5,8000001293,光纤，绿,8000225739,"墨,绿",,,0.000065,原材料
,8000269602,成品5,8000001293,光纤，绿,8000225739,"墨,绿",,,0.000065,原材料
,8000269602,成品5,8000001293,光纤，绿,8000225739,"墨,绿",,,0.000065,原材料
,8000269602,成品5,8000001293,光纤，绿,8000225739,"墨,绿",,,0.00013,原材料
,8000269602,成品5,8000001293,光纤，绿,8000225739,"墨,绿",,,0.00013,原材料
,8000269602,成品5,8000001293,光纤，绿,8000225739,"墨,绿",,,0.00013,原材料
,8000269602,成品5,8000001293,光纤，绿,8000225739,"墨,绿",,,0.000065,原材料
,8000269602,成品5,8000001293,光纤，绿,8000225739,"墨,绿",,,0.000065,原材料
,8000269602,成品5,8000001293,光纤，绿,8000225739,"墨,绿",,,0.000065,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000000002,原纤,,,0.011061,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000000002,原纤,,,0.011061,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000000002,原纤,,,0.011061,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000000002,原纤,,,0.011061,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000000002,原纤,,,0.011061,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000000002,原纤,,,0.022143,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000000002,原纤,,,0.022143,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000000002,原纤,,,0.022121,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000000002,原纤,,,0.022164,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000000002,原纤,,,0.022164,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000000002,原纤,,,0.022143,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001377,光纤，紫,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001377,光纤，紫,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001377,光纤，紫,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001377,光纤，紫,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001377,光纤，紫,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001377,光纤，紫,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001377,光纤，紫,8000000002,原纤,,,0.022164,原材料
,8000269602,成品5,8000001377,光纤，紫,8000000002,原纤,,,0.022164,原材料
,8000269602,成品5,8000001377,光纤，紫,8000000002,原纤,,,0.022143,原材料
,8000269602,成品5,8000001377,光纤，紫,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001377,光纤，紫,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001377,光纤，紫,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001365,光纤，黄,8000000002,原纤,,,0.011061,原材料
,8000269602,成品5,8000001365,光纤，黄,8000000002,原纤,,,0.011061,原材料
,8000269602,成品5,8000001365,光纤，黄,8000000002,原纤,,,0.011061,原材料
,8000269602,成品5,8000001365,光纤，黄,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001365,光纤，黄,8000000002,原纤,,,0.011061,原材料
,8000269602,成品5,8000001365,光纤，黄,8000000002,原纤,,,0.011061,原材料
,8000269602,成品5,8000001365,光纤，黄,8000000002,原纤,,,0.022143,原材料
